Gene	Cell Type
SALL3	Neuroblasts
DRAXIN	Neuroblasts
ERBB4	Neuroblasts
TRIM32	Neuroblasts
IGFBPL1	Neuroblasts
EOMES	Neuroblasts
PBX1	Neuroblasts
CUX2	Neuroblasts
ISL1	Neuroblasts
PHF1	Neuroblasts
NEUROG1	Neuroblasts
NKX6-1	Neuroblasts
NEUROG2	Neuroblasts
MAPK7	Neuroblasts
PROKR2	Neuroblasts
POU6F2	Neuroblasts
ITGA6	Neuroblasts
EFNA2	Neuroblasts
DCX	Neuroblasts
CCKAR	Neuroblasts
CCKBR	Neuroblasts
GRM5	Neuroblasts
EZH2	Neuroblasts
DLX2	Neuroblasts
MARK2	Neuroblasts
LRP8	Neuroblasts
VLDLR	Neuroblasts
DAB1	Neuroblasts
NCAN	Neuroblasts
EPHA4	Neuroblasts
TACC3	Neuroblasts
EGFR	Neuroblasts
TUBB3	Neuroblasts
SIRT1	Neuroblasts
NCAM1	Neuroblasts
NEUROD1	Neuroblasts
SCGN	Neuroblasts
NES	Neuroblasts
WT1	Neuroblasts
ZBED4	Neuroblasts
PROS1	Neuroblasts
CNR1	Neuroblasts
PPP1R1B	Neuroendocrine cells
CLASP2	Neuroendocrine cells
MKL2	Neuroendocrine cells
FXYD7	Neuroendocrine cells
DPF1	Neuroendocrine cells
PENK	Neuroendocrine cells
GRM5	Neuroendocrine cells
SFXN5	Neuroendocrine cells
TAC1	Neuroendocrine cells
CCDC85C	Neuroendocrine cells
ATXN1	Neuroendocrine cells
GPR88	Neuroendocrine cells
PDE10A	Neuroendocrine cells
SST	Neuroendocrine cells
CXCL14	Neuroendocrine cells
NPY	Neuroendocrine cells
NRGN	Neuroendocrine cells
SCN2B	Neuroendocrine cells
ABHD2	Neuroendocrine cells
SPOCK1	Neuroendocrine cells
NEGR1	Neuroendocrine cells
DUSP26	Neuroendocrine cells
ARHGDIG	Neuroendocrine cells
CCK	Neuroendocrine cells
PRSS12	Neuroendocrine cells
SERPINI1	Neuroendocrine cells
NKX2-2	Neuroendocrine cells
ENO2	Neurons
RBFOX3	Neurons
CHAT	Neurons
TH	Neurons
CALB1	Neurons
CALB2	Neurons
ISL1	Neurons
EPO	Neurons
CSF3	Neurons
NEFH	Neurons
NEFM	Neurons
DLG4	Neurons
SLC12A5	Neurons
GABRA1	Neurons
AQP1	Neurons
IFIT3	Neurons
SLC11A1	Neurons
TFF3	Neurons
SLC1A1	Neurons
CXCL1	Neurons
CXCR5	Neurons
AIM2	Neurons
MATN2	Neurons
SLC36A4	Neurons
PRPH	Neurons
MECP2	Neurons
RIN1	Neurons
OMP	Neurons
PTPN11	Neurons
GHSR	Neurons
NPY	Neurons
AGRP	Neurons
RESP18	Neurons
STX1A	Neurons
SCN2B	Neurons
DISP2	Neurons
CBARP	Neurons
B3GAT2	Neurons
FMO1	Neurons
FBLN2	Neurons
SHISA2	Neurons
LUZP2	Neurons
SCRG1	Neurons
FAM181B	Neurons
IGF1	Neurons
CD59A	Neurons
CTXN2	Neurons
TMEM130	Neurons
DZANK1	Neurons
ACSL4	Neurons
CLSTN3	Neurons
ARHGDIG	Neurons
HAP1	Neurons
NRSN2	Neurons
ABAT	Neurons
HDAC11	Neurons
SLC30A9	Neurons
SCAMP1	Neurons
MAGEE1	Neurons
NCALD	Neurons
COPG1	Neurons
KCNC1	Neurons
FBXW7	Neurons
GABRG2	Neurons
NMT1	Neurons
ARID4A	Neurons
ZRSR1	Neurons
RGS17	Neurons
TMEM91	Neurons
CDK5	Neurons
SAFB	Neurons
RNF220	Neurons
RASGRF1	Neurons
TCEAL6	Neurons
TMEM179	Neurons
NICN1	Neurons
PNMAL1	Neurons
NAPG	Neurons
CMIP	Neurons
ZMYND11	Neurons
RHBDD2	Neurons
ST8SIA3	Neurons
PQBP1	Neurons
MATK	Neurons
TRO	Neurons
CKMT1	Neurons
AKAP8L	Neurons
DUSP26	Neurons
SYT5	Neurons
GAD1	Neurons
FLYWCH1	Neurons
RIT2	Neurons
TCEAL5	Neurons
PNCK	Neurons
TMEM59L	Neurons
TCEAL3	Neurons
GPRASP2	Neurons
MAP7D2	Neurons
MIAT	Neurons
RB1CC1	Neurons
PABPN1	Neurons
GRIA3	Neurons
NBEA	Neurons
SFSWAP	Neurons
WDR60	Neurons
MIRG	Neurons
SCN1A	Neurons
RNPC3	Neurons
HOXC8	Neurons
RERE	Neurons
SCN8A	Neurons
TRIP11	Neurons
EML5	Neurons
KMT2C	Neurons
AAK1	Neurons
SAFB2	Neurons
SACS	Neurons
RYR2	Neurons
CSPP1	Neurons
GRIA4	Neurons
CHD6	Neurons
ZFP445	Neurons
ZCCHC7	Neurons
GPATCH8	Neurons
PCLO	Neurons
SYNE1	Neurons
PROX1	Neurons
NRGN	Neurons
PPP1R14C	Neurons
UBE2D2A	Neurons
SYNPR	Neurons
CCDC28B	Neurons
KCNK1	Neurons
CNRIP1	Neurons
FRRS1L	Neurons
FAM69B	Neurons
GPR162	Neurons
CACNG2	Neurons
SPOCK3	Neurons
RGS7BP	Neurons
DNM3	Neurons
TMEM191C	Neurons
SLC6A17	Neurons
DNER	Neurons
GRM5	Neurons
CNTNAP2	Neurons
CPLX1	Neurons
SLC32A1	Neurons
DLGAP1	Neurons
PPP1R9A	Neurons
GNL3L	Neurons
ZCCHC12	Neurons
ATP6V1H	Neurons
HPCA	Neurons
CHN1	Neurons
CPNE6	Neurons
PDE1A	Neurons
GNAI1	Neurons
CCK	Neurons
RIMS3	Neurons
OGFOD1	Neurons
CELF6	Neurons
DTD1	Neurons
PRMT2	Neurons
AVP	Neurons
RORA	Neurons
VGF	Neurons
PCSK2	Neurons
CHODL	Neurons
NECAB2	Neurons
TAC2	Neurons
KCNMA1	Neurons
CACNB3	Neurons
NWD2	Neurons
ZIC1	Neurons
TESC	Neurons
NECAB3	Neurons
NRN1	Neurons
GABBR2	Neurons
SLC17A7	Neurons
CAR10	Neurons
DGKB	Neurons
CACNB4	Neurons
CTTNBP2	Neurons
PPP1R1B	Neurons
PCP4	Neurons
MEG3	Neurons
BEX2	Neurons
BEX1	Neurons
NDN	Neurons
CAMK2N1	Neurons
PNISR	Neurons
SNHG11	Neurons
STMN2	Neurons
PTK2B	Neurons
DDN	Neurons
ICAM5	Neurons
GNG2	Neurons
SNAP25	Neurons
VSNL1	Neurons
PACSIN1	Neurons
CACNA2D1	Neurons
SGIP1	Neurons
ATP6V0A1	Neurons
MYO5A	Neurons
DYNC1I1	Neurons
PRUNE2	Neurons
CACNA2D2	Neurons
SLC17A6	Neurons
TUBB3	Neurons
ELAVL3	Neurons
MME	Neutrophils
ITGAM	Neutrophils
ITGAX	Neutrophils
CD14	Neutrophils
FUT4	Neutrophils
PECAM1	Neutrophils
CD33	Neutrophils
SELL	Neutrophils
C5AR1	Neutrophils
CXCR1	Neutrophils
CXCR2	Neutrophils
TLR2	Neutrophils
MYLK	Neutrophils
S100A9	Neutrophils
MPO	Neutrophils
CCL6	Neutrophils
CEACAM1	Neutrophils
CRP	Neutrophils
LCN2	Neutrophils
DEFA2	Neutrophils
DEFA3	Neutrophils
LTF	Neutrophils
ELANE	Neutrophils
S100A8	Neutrophils
RETNLG	Neutrophils
IL1B	Neutrophils
NGP	Neutrophils
CXCL2	Neutrophils
HP	Neutrophils
CCL3	Neutrophils
CCL9	Neutrophils
HDC	Neutrophils
MMP8	Neutrophils
STFA2L1	Neutrophils
LRG1	Neutrophils
OSM	Neutrophils
MMP9	Neutrophils
PILRA	Neutrophils
CLEC4D	Neutrophils
CLEC4E	Neutrophils
TREM3	Neutrophils
ASPRV1	Neutrophils
CCRL2	Neutrophils
CCR1	Neutrophils
NCF1	Neutrophils
LY6G	Neutrophils
TREM1	Neutrophils
SORL1	Neutrophils
ARG2	Neutrophils
BST1	Neutrophils
MRGPRA2B	Neutrophils
IL1R2	Neutrophils
CFP	Neutrophils
ADAM8	Neutrophils
CD177	Neutrophils
PTGS2	Neutrophils
OAS3	Neutrophils
PRTN3	Neutrophils
CTSG	Neutrophils
CAMP	Neutrophils
CAR1	Neutrophils
SLC1A5	Neutrophils
CHIL3	Neutrophils
SNX20	Neutrophils
ADPGK	Neutrophils
PSTPIP1	Neutrophils
LYST	Neutrophils
DOCK8	Neutrophils
S100A4	Neutrophils
NLRP3	Neutrophils
CSF3R	Neutrophils
ITGAM	NK cells
ITGAX	NK cells
CD69	NK cells
KLRD1	NK cells
IL2RB	NK cells
KLRB1	NK cells
CD244	NK cells
KLRK1	NK cells
SLAMF7	NK cells
NCR1	NK cells
KLRA1	NK cells
SLAMF6	NK cells
KIT	NK cells
CD27	NK cells
KLRC1	NK cells
NKG7	NK cells
GZMM	NK cells
CTSW	NK cells
HMBOX1	NK cells
FASL	NK cells
AHR	NK cells
PRF1	NK cells
CCL4	NK cells
SEMA6D	NK cells
FHL2	NK cells
CD2	NK cells
CD7	NK cells
CD3G	NK cells
CD33	NK cells
DPP4	NK cells
LAT	NK cells
PCDH15	NK cells
CCL5	NK cells
GZMA	NK cells
GZMB	NK cells
KLRE1	NK cells
KLRA4	NK cells
CMA1	NK cells
KLRB1C	NK cells
DUSP2	NK cells
TXK	NK cells
KLRA8	NK cells
DOK2	NK cells
CST7	NK cells
KLRA7	NK cells
KLRA9	NK cells
HSD11B1	NK cells
KLRC2	NK cells
KLRB1B	NK cells
SAMD3	NK cells
KLRB1A	NK cells
TBX21	NK cells
KLRB1F	NK cells
CHSY1	NK cells
TRDC	NK cells
CXCR4	NK cells
IL18R1	NK cells
KLRA3	NK cells
SERPINB9	NK cells
DOCK2	NK cells
SH2D2A	NK cells
MS4A4B	NK cells
S100A4	NK cells
XCL1	NK cells
GZMK	NK cells
IFNG	NK cells
CCL3	NK cells
CSF2	NK cells
IL2RG	NK cells
TGFB1	NK cells
CTLA2A	NK cells
KIR3DL1	NK cells
KLRA5	NK cells
KLRG1	NK cells
ADAMTS14	NK cells
KLRA10	NK cells
ITGA2	NK cells
SERPINB9B	NK cells
STYK1	NK cells
CAR5B	NK cells
CLEC2D	NK cells
CD247	NK cells
ZBTB16	NK cells
SPON2	NK cells
HOPX	NK cells
CD8A	NK cells
TH	Noradrenergic neurons
DDC	Noradrenergic neurons
DBH	Noradrenergic neurons
SLC18A2	Noradrenergic neurons
SLC18A3	Noradrenergic neurons
SLC6A2	Noradrenergic neurons
SLC39A11	Noradrenergic neurons
SLC9B2	Noradrenergic neurons
ICOS	Nuocytes
IL1RL1	Nuocytes
RORA	Nuocytes
IL17RB	Nuocytes
IL7R	Nuocytes
CRLF2	Nuocytes
ARG1	Nuocytes
GATA3	Nuocytes
PTGDS	Nuocytes
BCL11B	Nuocytes
IL5	Nuocytes
IL13	Nuocytes
ANO2	Olfactory epithelial cells
RARG	Olfactory epithelial cells
LRRC45	Olfactory epithelial cells
RAB3B	Olfactory epithelial cells
KCNC4	Olfactory epithelial cells
MANEA	Olfactory epithelial cells
PACRG	Olfactory epithelial cells
PDE1C	Olfactory epithelial cells
GADL1	Olfactory epithelial cells
TSTD1	Olfactory epithelial cells
TTC21A	Olfactory epithelial cells
KCNA5	Olfactory epithelial cells
ACSM4	Olfactory epithelial cells
CLDN9	Olfactory epithelial cells
DUSP8	Olfactory epithelial cells
TTLL3	Olfactory epithelial cells
ABHD3	Olfactory epithelial cells
KIF9	Olfactory epithelial cells
CCPG1OS	Olfactory epithelial cells
CLSTN2	Olfactory epithelial cells
MEIG1	Olfactory epithelial cells
ENDOD1	Olfactory epithelial cells
TTC9	Olfactory epithelial cells
PPP1R14C	Olfactory epithelial cells
RETREG1	Olfactory epithelial cells
WDFY1	Olfactory epithelial cells
CASP6	Olfactory epithelial cells
FGF12	Olfactory epithelial cells
TRAF3IP1	Olfactory epithelial cells
RNF128	Olfactory epithelial cells
LMAN2L	Olfactory epithelial cells
IFT74	Olfactory epithelial cells
B9D1	Olfactory epithelial cells
WDR54	Olfactory epithelial cells
TOLLIP	Olfactory epithelial cells
ORMDL3	Olfactory epithelial cells
DNAJB14	Olfactory epithelial cells
SCN4B	Olfactory epithelial cells
NRG1	Olfactory epithelial cells
MAPK8IP2	Olfactory epithelial cells
EBF3	Olfactory epithelial cells
MAPK15	Olfactory epithelial cells
CNGA4	Olfactory epithelial cells
KIF1BP	Olfactory epithelial cells
EML2	Olfactory epithelial cells
RIIAD1	Olfactory epithelial cells
CCDC184	Olfactory epithelial cells
MACROD1	Olfactory epithelial cells
RNF220	Olfactory epithelial cells
CERS5	Olfactory epithelial cells
RNF121	Olfactory epithelial cells
LINGO1	Olfactory epithelial cells
BORCS7	Olfactory epithelial cells
ELMOD3	Olfactory epithelial cells
KLHL5	Olfactory epithelial cells
CWC22	Olfactory epithelial cells
TRIM66	Olfactory epithelial cells
CARNS1	Olfactory epithelial cells
TMEM107	Olfactory epithelial cells
CNPPD1	Olfactory epithelial cells
NGRN	Olfactory epithelial cells
EFNA5	Olfactory epithelial cells
OSCP1	Olfactory epithelial cells
PCOLCE2	Olfactory epithelial cells
RIC8B	Olfactory epithelial cells
SIAH2	Olfactory epithelial cells
CBX4	Olfactory epithelial cells
CYB561	Olfactory epithelial cells
SPA17	Olfactory epithelial cells
NAT14	Olfactory epithelial cells
NXNL2	Olfactory epithelial cells
TTC5	Olfactory epithelial cells
SLC16A11	Olfactory epithelial cells
LRRIQ1	Olfactory epithelial cells
ARL6	Olfactory epithelial cells
SPEF2	Olfactory epithelial cells
MAPKAP1	Olfactory epithelial cells
FAM131C	Olfactory epithelial cells
FAM81A	Olfactory epithelial cells
SH3GLB2	Olfactory epithelial cells
MLF1	Olfactory epithelial cells
FAM92B	Olfactory epithelial cells
PKIB	Olfactory epithelial cells
PDE4A	Olfactory epithelial cells
FETUB	Olfactory epithelial cells
EBF2	Olfactory epithelial cells
CCDC28B	Olfactory epithelial cells
NQO1	Olfactory epithelial cells
DUSP14	Olfactory epithelial cells
GRAMD1C	Olfactory epithelial cells
RTP2	Olfactory epithelial cells
SGPL1	Olfactory epithelial cells
GOLGA7B	Olfactory epithelial cells
CFAP126	Olfactory epithelial cells
CACNB3	Olfactory epithelial cells
IFT43	Olfactory epithelial cells
ACSL6	Olfactory epithelial cells
SPOCK1	Olfactory epithelial cells
CLGN	Olfactory epithelial cells
EFCAB10	Olfactory epithelial cells
HOMER2	Olfactory epithelial cells
CKMT1	Olfactory epithelial cells
MYCBP	Olfactory epithelial cells
RD3	Olfactory epithelial cells
HIST2H2BE	Olfactory epithelial cells
SCN9A	Olfactory epithelial cells
ABHD16A	Olfactory epithelial cells
IMPDH1	Olfactory epithelial cells
CMIP	Olfactory epithelial cells
TESC	Olfactory epithelial cells
CTXN3	Olfactory epithelial cells
S100A5	Olfactory epithelial cells
RSPH1	Olfactory epithelial cells
FAIM	Olfactory epithelial cells
THEM6	Olfactory epithelial cells
CNGA2	Olfactory epithelial cells
CNTN4	Olfactory epithelial cells
EFNA3	Olfactory epithelial cells
RTP1	Olfactory epithelial cells
DCDC2A	Olfactory epithelial cells
AK1	Olfactory epithelial cells
FLRT1	Olfactory epithelial cells
JAKMIP1	Olfactory epithelial cells
TMEM74BOS	Olfactory epithelial cells
CALB2	Olfactory epithelial cells
SULT1D1	Olfactory epithelial cells
GNG13	Olfactory epithelial cells
ACBD7	Olfactory epithelial cells
FSTL5	Olfactory epithelial cells
GNAL	Olfactory epithelial cells
GFY	Olfactory epithelial cells
ATF5	Olfactory epithelial cells
STOM	Olfactory epithelial cells
CARTPT	Olfactory epithelial cells
STOML3	Olfactory epithelial cells
OMP	Olfactory epithelial cells
CSPG4	Oligodendrocyte progenitor cells
PDGFRA	Oligodendrocyte progenitor cells
SOX10	Oligodendrocyte progenitor cells
OLIG2	Oligodendrocyte progenitor cells
MATN4	Oligodendrocyte progenitor cells
C1QL1	Oligodendrocyte progenitor cells
GPR37L1	Oligodendrocyte progenitor cells
GPR17	Oligodendrocyte progenitor cells
KCNIP3	Oligodendrocyte progenitor cells
TMEM100	Oligodendrocyte progenitor cells
VCAN	Oligodendrocyte progenitor cells
CDO1	Oligodendrocyte progenitor cells
EPN2	Oligodendrocyte progenitor cells
LHFPL3	Oligodendrocyte progenitor cells
NEU4	Oligodendrocyte progenitor cells
ASCL1	Oligodendrocyte progenitor cells
LAD1	Oligodendrocyte progenitor cells
SLC25A47	Oligodendrocyte progenitor cells
ETV5	Oligodendrocyte progenitor cells
NNAT	Oligodendrocyte progenitor cells
CSPG5	Oligodendrocyte progenitor cells
OLIG1	Oligodendrocyte progenitor cells
PCDH15	Oligodendrocyte progenitor cells
ALDOC	Oligodendrocyte progenitor cells
TNR	Oligodendrocyte progenitor cells
FYN	Oligodendrocyte progenitor cells
NKX6-2	Oligodendrocyte progenitor cells
CNP	Oligodendrocyte progenitor cells
GALC	Oligodendrocytes
MOG	Oligodendrocytes
OLIG1	Oligodendrocytes
OLIG2	Oligodendrocytes
OLIG3	Oligodendrocytes
SOX10	Oligodendrocytes
GJC2	Oligodendrocytes
GAMT	Oligodendrocytes
BCAS1	Oligodendrocytes
ENPP6	Oligodendrocytes
TMEM63A	Oligodendrocytes
GPR62	Oligodendrocytes
BACE1	Oligodendrocytes
CREB5	Oligodendrocytes
FGFR2	Oligodendrocytes
SLC25A38	Oligodendrocytes
HDAC11	Oligodendrocytes
TYRO3	Oligodendrocytes
S1PR5	Oligodendrocytes
ASPA	Oligodendrocytes
EPHB1	Oligodendrocytes
HEPACAM	Oligodendrocytes
SOX8	Oligodendrocytes
FASN	Oligodendrocytes
OMG	Oligodendrocytes
ZDHHC9	Oligodendrocytes
PTGDS	Oligodendrocytes
ADAMTS4	Oligodendrocytes
MYRF	Oligodendrocytes
SEMA4D	Oligodendrocytes
TMEM125	Oligodendrocytes
KLHL2	Oligodendrocytes
DPY19L1	Oligodendrocytes
TSPAN15	Oligodendrocytes
HAPLN2	Oligodendrocytes
NKX6-2	Oligodendrocytes
GJB1	Oligodendrocytes
OPALIN	Oligodendrocytes
VLDLR	Oligodendrocytes
MCAM	Oligodendrocytes
TMEM163	Oligodendrocytes
ERMN	Oligodendrocytes
FA2H	Oligodendrocytes
CLDN11	Oligodendrocytes
ANLN	Oligodendrocytes
ELOVL7	Oligodendrocytes
PLLP	Oligodendrocytes
DDC	Oligodendrocytes
POU3F1	Oligodendrocytes
NINJ2	Oligodendrocytes
SGK2	Oligodendrocytes
GJC3	Oligodendrocytes
GPR37	Oligodendrocytes
IL33	Oligodendrocytes
KLK6	Oligodendrocytes
NFE2L3	Oligodendrocytes
PEX5L	Oligodendrocytes
CLDN14	Oligodendrocytes
ITGB4	Oligodendrocytes
MYO1D	Oligodendrocytes
PDE8A	Oligodendrocytes
CNTF	Oligodendrocytes
EML1	Oligodendrocytes
KIF13B	Oligodendrocytes
KIF6	Oligodendrocytes
NIPAL4	Oligodendrocytes
SEC14L5	Oligodendrocytes
SP7	Oligodendrocytes
ST18	Oligodendrocytes
DUSP15	Oligodendrocytes
PRKCZ	Oligodendrocytes
ARSG	Oligodendrocytes
NPC1	Oligodendrocytes
MAG	Oligodendrocytes
SLC25A29	Oligodendrocytes
SLC25A19	Oligodendrocytes
PLEKHH1	Oligodendrocytes
TMEM88B	Oligodendrocytes
DBNDD2	Oligodendrocytes
EFNB3	Oligodendrocytes
SGK3	Oligodendrocytes
PNPLA2	Oligodendrocytes
ARRDC2	Oligodendrocytes
ENPP2	Oligodendrocytes
PLP1	Oligodendrocytes
ITPR2	Oligodendrocytes
MBP	Oligodendrocytes
SLC6A6	Osteoblasts
VDR	Osteoblasts
LRP4	Osteoblasts
EGFL6	Osteoblasts
MMP13	Osteoblasts
GPER1	Osteoblasts
RUNX2	Osteoblasts
NF2	Osteoblasts
LRP5	Osteoblasts
PHEX	Osteoblasts
HIF1A	Osteoblasts
C5AR1	Osteoblasts
CXCL12	Osteoblasts
COL1A1	Osteoblasts
PLCD4	Osteoblasts
FOXO1	Osteoblasts
SOCS3	Osteoblasts
IL33	Osteoblasts
MAGED1	Osteoblasts
PARD6G	Osteoblasts
CD44	Osteoblasts
NLRP3	Osteoblasts
ALPL	Osteoblasts
TNFSF11	Osteoblasts
CCL11	Osteoblasts
SPP1	Osteoblasts
FAS	Osteoblasts
WNT5A	Osteoblasts
CX3CL1	Osteoblasts
F2R	Osteoblasts
PTH1R	Osteoblasts
ITGA2	Osteoblasts
ITGA5	Osteoblasts
NOD1	Osteoblasts
NOD2	Osteoblasts
THY1	Osteoblasts
ESR1	Osteoblasts
CYP27B1	Osteoblasts
P2RX4	Osteoblasts
P2RX5	Osteoblasts
INSR	Osteoblasts
EFNB2	Osteoblasts
EPHB4	Osteoblasts
VCAM1	Osteoblasts
FGFR1	Osteoblasts
FGFR2	Osteoblasts
BGLAP	Osteoblasts
TLR5	Osteoblasts
CALB1	Osteoblasts
COL11A1	Osteoblasts
BGLAP2	Osteoblasts
COL11A2	Osteoblasts
IBSP	Osteoblasts
POSTN	Osteoblasts
SFRP4	Osteoblasts
BMP1	Osteoblasts
OLFML2B	Osteoblasts
COL12A1	Osteoblasts
WISP2	Osteoblasts
SP7	Osteoblasts
PENK	Osteoblasts
NPNT	Osteoblasts
OLFML1	Osteoblasts
MITF	Osteoclast precursor cells
NFKB1	Osteoclast precursor cells
NFKB2	Osteoclast precursor cells
TNFRSF11A	Osteoclast precursor cells
TRAF6	Osteoclast precursor cells
TREM2	Osteoclast precursor cells
CYSLTR1	Osteoclast precursor cells
TLR4	Osteoclast precursor cells
SOST	Osteoclasts
ZBTB7A	Osteoclasts
SEMA4D	Osteoclasts
KCNMA1	Osteoclasts
TNFRSF11B	Osteoclasts
PTPRA	Osteoclasts
TNFRSF11A	Osteoclasts
MMP9	Osteoclasts
ACP5	Osteoclasts
RAB3B	Osteoclasts
ITPR3	Osteoclasts
NRP2	Osteoclasts
THRA	Osteoclasts
AGER	Osteoclasts
RGS18	Osteoclasts
PTH1R	Osteoclasts
TRPV5	Osteoclasts
SNX10	Osteoclasts
CTSK	Osteoclasts
OSCAR	Osteoclasts
SLC2A1	Osteoclasts
DCSTAMP	Osteoclasts
EGFL7	Osteoclasts
SLC39A14	Osteoclasts
AQP9	Osteoclasts
ONECUT1	Osteoclasts
ITGB3	Osteoclasts
ITGB5	Osteoclasts
IRAK3	Osteoclasts
ITGA2	Osteoclasts
TAS1R3	Osteoclasts
SERPINF1	Osteoclasts
ITGAV	Osteoclasts
ITGB1	Osteoclasts
P2RY6	Osteoclasts
CCL3	Osteoclasts
EPHB1	Osteoclasts
HIF1A	Osteoclasts
CX3CR1	Osteoclasts
ESR1	Osteoclasts
EFNB2	Osteoclasts
VDR	Osteoclasts
CASR	Osteoclasts
CD68	Osteoclasts
GRM8	Osteoclasts
SMAD4	Osteoclasts
SPP1	Osteoclasts
SOST	Osteocytes
PFN1	Osteocytes
EFNB2	Osteocytes
PDPN	Osteocytes
FGF23	Osteocytes
SLC2A4	Oxyphil cells
GCM2	Oxyphil cells
ONECUT1	Pancreatic progenitor cells
PDX1	Pancreatic progenitor cells
PTF1A	Pancreatic progenitor cells
CXCR4	Pancreatic progenitor cells
ISL1	Pancreatic progenitor cells
NKX2-2	Pancreatic progenitor cells
EPAS1	Pancreatic progenitor cells
ARX	Pancreatic progenitor cells
NEUROG3	Pancreatic progenitor cells
SOX9	Pancreatic progenitor cells
RPL23A	Pancreatic progenitor cells
CTNNB1	Pancreatic progenitor cells
YAP1	Pancreatic progenitor cells
RGS16	Pancreatic progenitor cells
MFNG	Pancreatic progenitor cells
TIMP1	Pancreatic stellate cells
RGS5	Pancreatic stellate cells
SPON2	Pancreatic stellate cells
GEM	Pancreatic stellate cells
DYNLT1	Pancreatic stellate cells
PDGFRB	Pancreatic stellate cells
KRT10	Pancreatic stellate cells
CYGB	Pancreatic stellate cells
CTGF	Pancreatic stellate cells
MMP14	Pancreatic stellate cells
NDUFA4L2	Pancreatic stellate cells
PDGFRA	Pancreatic stellate cells
INHBA	Pancreatic stellate cells
TGFB1	Pancreatic stellate cells
COL6A1	Pancreatic stellate cells
MMP11	Pancreatic stellate cells
FN1	Pancreatic stellate cells
COL4A1	Pancreatic stellate cells
COL6A2	Pancreatic stellate cells
MGP	Pancreatic stellate cells
COL3A1	Pancreatic stellate cells
SPARC	Pancreatic stellate cells
COL1A1	Pancreatic stellate cells
TIMP3	Pancreatic stellate cells
TNFAIP6	Pancreatic stellate cells
COL1A2	Pancreatic stellate cells
SFRP2	Pancreatic stellate cells
COL6A3	Pancreatic stellate cells
THY1	Pancreatic stellate cells
DEFA5	Paneth cells
MMP7	Paneth cells
AGR2	Paneth cells
CSF2	Paneth cells
PLA2G2A	Paneth cells
PRSS1	Paneth cells
GUCA2B	Paneth cells
LYZ1	Paneth cells
REG3B	Paneth cells
MUC2	Paneth cells
CLCA1	Paneth cells
GUCA2A	Paneth cells
REG3G	Paneth cells
ITLN1	Paneth cells
RETNLB	Paneth cells
ANG4	Paneth cells
GPX2	Paneth cells
LGALS2	Paneth cells
SPINK4	Paneth cells
FABP4	Paneth cells
CFD	Paneth cells
ADIPOQ	Paneth cells
PNLIPRP2	Paneth cells
DMBT1	Paneth cells
NOD2	Paneth cells
LGR4	Paneth cells
RIPK2	Paneth cells
TLR5	Paneth cells
WNT3	Paneth cells
KCNN4	Paneth cells
RAP1A	Paneth cells
ATG16L1	Paneth cells
WNT9B	Paneth cells
DLL4	Paneth cells
IL4RA	Paneth cells
TLR9	Paneth cells
CTNNB1	Paneth cells
DLL1	Paneth cells
TM4SF20	Paneth cells
DEFA23	Paneth cells
DEFA3	Paneth cells
DEFA26	Paneth cells
DEFA17	Paneth cells
MPTX2	Paneth cells
DEFA21	Paneth cells
DEFA22	Paneth cells
DEFA24	Paneth cells
MPTX1	Paneth cells
KLF15	Paneth cells
DEFA20	Paneth cells
KL	Parathyroid chief cells
CASR	Parathyroid chief cells
VDR	Parathyroid chief cells
FGFR1	Parathyroid chief cells
CYP27B1	Parathyroid chief cells
LRP2	Parathyroid chief cells
PTH	Parathyroid chief cells
RAB3A	Parathyroid chief cells
PODXL	Parietal cells
KCNQ1	Parietal cells
PTCH1	Parietal cells
SHH	Parietal cells
HIP1R	Parietal cells
HAMP	Parietal cells
KCNE2	Parietal cells
HDC	Parietal cells
ASAP3	Parietal cells
SLC12A6	Parietal cells
AQP4	Parietal cells
ATP4B	Parietal cells
BMI1	Parietal cells
MPZ	Peri-islet Schwann cells
EGFL8	Peri-islet Schwann cells
GFRA1	Peri-islet Schwann cells
OLFML2A	Peri-islet Schwann cells
GULP1	Peri-islet Schwann cells
SLITRK6	Peri-islet Schwann cells
VGLL3	Peri-islet Schwann cells
GFRA3	Peri-islet Schwann cells
INSC	Peri-islet Schwann cells
SLITRK2	Peri-islet Schwann cells
FIGN	Peri-islet Schwann cells
LRRTM1	Peri-islet Schwann cells
SEMA3B	Peri-islet Schwann cells
NGFR	Peri-islet Schwann cells
PNLIPRP1	Peri-islet Schwann cells
GFRA2	Peri-islet Schwann cells
PECAM1	Pericytes
PDGFRB	Pericytes
CSPG4	Pericytes
ANPEP	Pericytes
ACTA2	Pericytes
DES	Pericytes
RGS5	Pericytes
ABCC9	Pericytes
KCNJ8	Pericytes
CD248	Pericytes
DLK1	Pericytes
TEK	Pericytes
NOTCH3	Pericytes
GLI1	Pericytes
ICAM1	Pericytes
ADM	Pericytes
ANG2	Pericytes
ANGPT1	Pericytes
VEGFA	Pericytes
ZIC1	Pericytes
FOXC1	Pericytes
POSTN	Pericytes
COX4I2	Pericytes
LHFP	Pericytes
HIGD1B	Pericytes
PDZD2	Pericytes
HSD11B1	Pericytes
MCAM	Pericytes
MXRA8	Pericytes
PDE5A	Pericytes
NR1H3	Pericytes
SERPING1	Pericytes
EMID1	Pericytes
ECM1	Pericytes
COLEC11	Pericytes
RARRES2	Pericytes
